Rabbeinu Yonah of Gerondi	Rabbeinu Yonah of Gerondi	Yonah Gerondi, Yonah ben Abraham Gerondi	רבינו יונה	יונה גירונדי	1200	Girona, Catalonia, Spain	c. 1264		Rishonim	Yonah Gerondi (Rabbenu Yonah) was a Spanish rabbi, Talmudist and ethicist. His best-known work is Sha'arei Teshuva, a comprehensive work on repentence. He also wrote chiddushim (Talmudic novellae) on a number of tractates, quoted by contemporaries and later authors. He was one of the most prominent opponents of the Rambam's philosophical works. When the attacks on the Rambam's works culminated in a public burning of wagon-loads of Talmud by Christian authorities, Rabbeinu Yonah publicly admitted his error in involving outside players, and gave Rambam a prominent and revered place in his teaching. It is surmised that this turn of events motivated Rabbeinu Yonah to write Sha'arei Teshuva.	יונה גירונדי (רבנו יונה) היה רב ספרדי, איש תלמוד ומוסר. חיבורו הידוע ביותר הוא "שערי תשובה", חיבור מקיף על תשובה. הוא כתב גם חידושים תלמודיים על כמה מסכתות וצוטט על ידי חכמים בני דורו ומאוחרים יותר. הוא היה אחד המתנגדים החשובים ליצירות הפילוסופיות של הרמב"ם. כשההתקפות על כתביו של הרמב"ם הובילו לכך שהנוצרים שרפו פומבית ערמות של ספרי התלמוד, רבנו יונה הודה בפני הציבור שטעה כשעירב גורמים חיצוניים, ונתן לרמב"ם מקום נכבד בהוראה שלו. יש הטוענים שמאורעות אלה הם שגרמו לרבנו יונה לכתוב את "שערי תשובה".	https://en.wikipedia.org/wiki/Yonah_Gerondi	https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%A0%D7%94_%D7%92%D7%99%D7%A8%D7%95%D7%A0%D7%93%D7%99	http://www.jewishencyclopedia.com/articles/11129-moses-ben-nahman-gerondi									Ramban	M	Great Grand Father of Gershonides
Ibn Ezra	Ibn Ezra	Abraham Ben Meir Ibn Ezra	אבן עזרא	אברהם אבן עזרא, ראב"ע	1089-1092	Tudela, Spain	1164-1167	Shropshire, England	Rishonim	Avraham ben Meir ibn Ezra, better known simply as Ibn Ezra, was a Spanish Torah commentator, poet, philosopher and grammarian. While he wrote on grammar, philosophy, astronomy, medicine, and mathematics, he is most famous for his Biblical commentaries, which, along side those of Rashi, are ubiquitous and indipsensible. His commentarries focus on grammatical explanations and the "peshat" or (plain-sense) meaning of the text. He often incorporate humous or biting comments directed toward other commentators, especially toward Karaim. He maintain a deep friendship with R. Yehudah Halevi, and quotes some of his interpretations in his commentaries. His poetry is still read and sung as part of the regular liturgy. Ibn Ezra knew great poverty and travelled widely, almost incessantly, teaching and making connections with fellow scholars, notably Rabbenu Tam in France. 	אברהם בן מאיר אבן עזרא, הידוע כאבן עזרא, היה פרשן תורה ספרדי, משורר, הוגה דעות ומדקדק. אבן עזרא כתב על דקדוק, פילוסופיה, אסטרונומיה, רפואה ומתמטיקה, אך עבודתו המפורסמת ביותר היא פרשנותו לתנ"ך, שבדומה לרש"י, ידועה לכול ויקרת ערך. פרשנות המקרא של אבן עזרא מתמקדת בהסברים דקדוקיים ובמשמעות המילולית (הפשט) של פסוקים. אפשר למצוא בפירושו הערות עוקצניות או הומוריסטיות המכוונות לפרשנים אחרים, ובמיוחד לקראים. השירה שלו עדיין מהווה חלק מן התפילה הקבועה. אבן עזרא חי חיי עוני ונסע כמעט ללא הרף למקומות רבים בעולם, שם הרביץ תורה ברבים ויצר קשרים עם חכמים אחרים, ובעיקר עם רבנו תם מצרפת.	https://en.wikipedia.org/wiki/Abraham_ibn_Ezra	https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D_%D7%90%D7%91%D7%9F_%D7%A2%D7%96%D7%A8%D7%90	http://www.jewishencyclopedia.com/articles/435-abraham-ibn-ezra	http://referenceworks.brillonline.com/entries/encyclopedia-of-jews-in-the-islamic-world/ibn-ezra-abraham-abu-ishaq-COM_0010510									M	Several people have the same name as him including the famous Moses Ibn Ezra, but it is disputed if they were related in more modern scholarship. Further research is necesary. He son was Isaac ibn Ezra.
Shlomo Ephraim ben Aaron Luntschitz	Shlomo Ephraim ben Aaron Luntschitz	Kli Yakar 	שלמה אפרים מלונטשיץ	כלי יקר	1550	Luntschitz, Poland	1619		Achronim	Shlomo Ephraim Luntschitz, popularly know as Kli Yakar after his homiletic commentary on the Torah, was a Polish rabbi who served as chief rabbi of Prague after the Maharal. He was famed as a gifted preacher whose derashot, or sermons, would captivate his many listeners. His writings focus on ethical matters, and his collected homiletical interpretations of Torah passages, Kli Yakar, remains one of the most popular works of its kind.        	רבי שלמה אפרים מלונטשיץ היה הרב הראשי של פראג והוא כתב את הפירוש "כלי יקר" על התורה, וכן כמה אוספים אחרים של דרשות. הרבי מלונטשיץ (שנפטר בשנת 1619) היה רב פולני ונואם, והוא ידוע בעיקר בזכות פרשנותו לתורה. ה"כלי יקר" הוא פירוש על התורה שכתוב בסגנון של מדרש.	https://en.wikipedia.org/wiki/Shlomo_Ephraim_Luntschitz	https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%9E%D7%94_%D7%90%D7%A4%D7%A8%D7%99%D7%9D_%D7%9E%D7%9C%D7%95%D7%A0%D7%98%D7%A9%D7%99%D7%A5	http://www.jewishencyclopedia.com/articles/10188-luntschitz-solomon-ephraim	http://referenceworks.brillonline.com/search				Maharshal	Poland				M	Mother was Rabbanit Miriam Shapira-Luria
Sforno	Sforno	Seforno, Obadiah ben Jacob Sforno	ספורנו	עובדיה ספורנו	c. 1470	Cesena	1550	Bologna	Rishonim	Ovadiah ben Ya'akov Seforno was an Italian rabbi, Biblical commentator, philosopher, halachic authority, and physician who wrote commentaries on a good portion of the Tanach. After an early period of wandering, he settled in Bologna, where he founded a yeshiva. Sforno was held in high regard by his contemporaries, Maharam Padua and Maharik Kolon  and is also quoted in responsa of contemporary authorities who consulted him on issues of Halacha. Seforno was admired for his wide knowledge by Henry II, King of France, to whom he sent a Latin translation he prepared of his philosophical work, Or Amim.	עובדיה בן יעקב ספורנו היה רב, פרשן, הוגה דעות ואיש הלכה איטלקי שכתב פירוש על חלק ניכר של התורה. לאחר תקופת מוקדמת של נדודים הוא התיישב בבולוניה ושם הקים ישיבה. ספורנו היווה דמות להערצה בעיני החכמים בני זמנו, מהר"ם פדובה ומהרי"ק קולון, והוא מצוטט בשו"תים של חכמים מדורו שנועצו בו בענייני הלכה. המלך אנרי השני, מלך צרפת, העריכו עמוקות על הידע הרחב שלו, ועל התרגום ללטינית שכתב ספורנו של יצירתו "אור עמים".	https://en.wikipedia.org/wiki/Obadiah_ben_Jacob_Sforno	https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%94_%D7%A1%D7%A4%D7%95%D7%A8%D7%A0%D7%95	http://www.jewishencyclopedia.com/articles/11646-obadiah-ben-jacob-sforno	http://referenceworks.brillonline.com/search									M	
Rashba	Rashba	HaRashba, Shlmo ben Adret	רשב"א	שלמה בן אדרת	1235	Barcelona, Spain	1310		Rishonim	Shlomo ben Avraham ibn Adret (Rashba) was a Spanish rabbi, Talmudic commentator, posek and community leader in the 14th century. He lived his entire life in Barcelona. He is considered the most outstanding student of the Ramban, and continued his approach in Talmudic exposition, authoring chiddushim (Talmudic novellae) on many tractates which remain mainstays of Torah study to this day. His yeshiva drew exceptional students from throughout the Jewish world, including quite a number from Germany. He functioned as chief rabbi of Spain and wrote over one thousand responsa to individuals and communities throughout the Jewish world. He was involved in opposition to Rambam's philosophical writings and prohibited the study of philosophy under the age of 25. He also defended Judaism to Christian and Moslem polemicists, and vigorously opposed the activity of R. Avraham Abulafia. He vigorously defended his work, Torat HaBayit, against R. Aharon Halevy's often strident comments.	שלמה בן אברהם אבן אדרת (רשב"א) היה רב, פרשן תלמוד, פוסק ומנהיג קהילה ספרדי במאה ה-14. חי במשך כל חייו בברצלונה. נחשב לתלמיד המובהק ביותר של הרמב"ן, ולממשיך דרכו בפרשנות התלמוד. כתב חידושים על מסכתות רבות, והם נחשבים עד היום לעמודי תווך בלימוד תורה. הישיבה שלו משכה לספסליה תלמידים יוצאי דופן מכל רחבי העולם היהודי, כולל מספר נכבד מגרמניה. הוא פעל כרב הראשי של ספרד וכתב מעל אלף שו"תים, ליחידים ולקהילות בכל רחבי העולם היהודי. היה מעורב בהתנגדות לכתבים הפילוסופיים של הרמב"ם ואסר על לימוד פילוסופיה לתלמידים מתחת לגיל 25. הוא אף הגן על היהדות בפולמוסים עם נוצרים ומוסלמים, והתנגד נחרצות לפעילות של רבי אברהם אבולעפיה. הוא הגן בלהט על חיבורו "תורת הבית" נגד הערותיו הצורמניות של רבי אהרן הלוי.	https://en.wikipedia.org/wiki/Shlomo_ben_Aderet	https://he.wikipedia.org/wiki/%D7%A8%D7%A9%D7%91%22%D7%90	http://www.jewishencyclopedia.com/search?utf8=%E2%9C%93&keywords=solomon+ben+adret&commit=search	http://referenceworks.brillonline.com/search				Ramban, Rabbeinu Yonah of Gerondi					M	
Rivan	Rivan	Yehudah ben Natan	ריב"ן	רבי יהודה בן נתן	c. 1080		c. 1140		Rishonim	Yehudah ben Natan (Rivan) was a French rabbi, Talmudic commentator and one of the early Baa'lei HaTosafot. He was a son-in-law of Rashi and in certain ways extended his work. He is quoted in many places throughout the Tosafot.	יהודה בן נתן (ריב"ן) היה רב ופרשן תלמוד צרפתי ואחד מבעלי התוספות המוקדמים. היה אחד מחתניו של רש"י ובמידה מסוימת הרחיב את עבודתו של רש"י. הוא מצוטט במקומות רבים בתוספות.	https://en.wikipedia.org/wiki/Judah_ben_Nathan	https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%A0%D7%AA%D7%9F	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43				Rashi						M	
Ra'avan	Ra'avan	Eliezer ben Natan	ראב"ן	רבי אליער בן נתן	1090		1170		Rishonim	Eliezer ben Natan (Ra'avan) was a German rabbi, posek and commentator. His contemporaries and successors refer to him as an authoritative transmitter and decisor of Jewish tradition and practice. Among his decendants and relatives were some of the great rabbinic figures of the next generations. He was one of the first Ashkenazic scholars to quote extensively from the Talmudic commentary of Rabbeynu Chananel. He was also the first German scholar to pen commentaries on piyyut (liturgical poetry). 	אליעזר בן נתן (ראב"ן) היה רב, פוסק ופרשן גרמני. בני דורו וממשיכי דרכו ראו בו כבעל סמכות למסור ולפסוק הלכה. מבין צאצאיו וקרוביו אפשר למצוא חכמים גדולים. היה אחד מהחכמים האשכנזים הראשונים שציטטו בצורה מקיפה מפירושו של רבנו חננאל לתלמוד. היה גם החכם הגרמני הראשון שכתב פירושים על פיוטים.	https://en.wikipedia.org/wiki/Eliezer_ben_Nathan	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A0%D7%AA%D7%9F	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43						Tosafot				M	
Ra'avyah	Ra'avyah	Eliezer ben Yoel Ha-Levi	ראבי"ה	רבי אליעזר בן יואל הלוי	1140		1225		Rishonim	Eliezer ben Yoel Halevi (Ra'avyah) was a German rabbi, posek and Talmudic scholar. Wandering between communities in Germany and France, he refused to serve in a formal rabbinic position until poverty compelled him to accept a rabbinic position in Cologne, where he became famous.  His halachic works were considered authoritative and indispensiblle to his and subsequent generations. His brother's martyrdom caused him to grieve so intensely that his vision was impaired, and he dictated his later works to students. He was also active as as one of the Ba'alei HaTosafot.	אליעזר בן יואל הלוי (ראבי"ה) היה רב, פוסק ואיש תלמוד גרמני. נדד בין קהילות בגרמניה וצרפת וסירב לשרת במשרת רב רשמית עד שהתרושש ונאלץ לעבוד כרב בקולון, ושם התפרסם שמו. חיבוריו ההלכתיים נחשבים בעלי סמכות והכרחיים לדורו ולדורות שאחריו. מותו של אחיו על קידוש השם גרם לו להתאבל בצורה כה חריפה עד שראייתו נפגמה, והוא הקדיש את חיבוריו המאוחרים יותר לתלמידיו. היה פעיל גם כאחד מבעלי התוספות.	https://en.wikipedia.org/wiki/Eliezer_ben_Joel_HaLevi	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%99%D7%95%D7%90%D7%9C	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43			Ravan			Tosafot	Natan ben Yehiel			M	
Rabbenu Tam	Rabbenu Tam	Yaakov ben Meir	רבנו תם	יעקב בן מאיר	1100		1171		Rishonim	Yaakov ben Meir (Rabbenu Tam) was a French rabbi, halachic authority, liturgical poet and the greatest of the Ba'alei HaTosafot. His renown extended from his native France and Germany to Spain and beyond. His dispute with his grandfather, Rashi, regarding the order of the passages contained in the head-worn tefillin continues to impact daily Jewish practice to this day. He narrowly escaped death at the hands of Crusaders. He befriended Ibn Ezra during the latter's stay in France, and they maintained a subsequent correspondence.	יעקב בן מאיר (רבנו תם) היה רב צרפתי, סמכות הלכתית, פייטן, ואחד מבעלי התוספות. היה ידוע מצרפת וגרמניה עד ספרד ומעבר. המחלוקת שלו עם סביו, רש"י, לגבי סדר הפרשיות בתפילין של ראש ממשיכה עד היום להשפיע על הנוהג בקרב יהודים. הוא נמלט ברגע האחרון ממוות בידי הצלבנים. התיידד עם אבן עזרא בזמן שהותו של אבן עזרא בצרפת, והם המשיכו לשמור על קשר לאחר מכן.	https://en.wikipedia.org/wiki/Rabbeinu_Tam	https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%A0%D7%95_%D7%AA%D7%9D	http://www.jewishencyclopedia.com/articles/8436-jacob-ben-meir-tam		Meir ben Shmuel		Rashi		Tosafot				M	
Ran	Ran	Nissim of Gerona, Nissim ben Reuven	ר"ן	ניסים בן ראובן	1320	Barcelona, Spain	1376		Rishonim	Rabbi Nissim ben Reuven (Ran) was a Spanish rabbi, Talmudic commentatory and philosopher and the pre-eminent Spanish halachic authority of his generation. His commentaries to the Talmud and to Hilchot HaRif are main elements of yeshiva curriculum to this day. He was responsible for the establishment of the yeshiva and beit din in Barcelona. Like his predecessor, Rashba, Ran's renown extended to Jewish communities well beyond Spain, who addressed their questions to him and sought his guidance. He was not inclined toward Kabbalah, but tended toward a more philosophical bent in his great ethical work, Derashot HaRan.	רבי ניסים בן ראובן (ר"ן) היה רב, פרשן תלמוד והוגה דעות ספרדי, וכן סמכות הלכתית חשובה לבני דורו. פירושיו לתלמוד ולהלכות הרי"ף מהווים עד היום יסודות מרכזיים בתכנית הלימודים של הישיבה. היה אחראי להקמת הישיבה ובית הדין בברצלונה. כמו קודמו, רשב"א, שמו של הר"ן הגיע לקהילות יהודיות הרבה מעבר לספרד, שהפנו אליו שאלות ורצו את הנהגתו. לא הייתה לו נטייה לקבלה, אבל הוא כן נטה לגישה פילוסופית בחיבורו על מוסר "דרשות הר"ן".	https://en.wikipedia.org/wiki/Nissim_of_Gerona	https://he.wikipedia.org/wiki/%D7%A8%22%D7%9F	http://www.jewishencyclopedia.com/articles/12560-ran										M	
Ra'ah	Ra'ah	Aharon Ha-levi	רא"ה	אהרן הלוי	1235	Girona, Spain	1290		Rishonim	Rabbi Aharon HaLevi (Ra'ah) was a Spanish rabbi, Talmudic commentator, posek and critic of Rashba's Torat HaBayit. He was born in Gerona, Spain to a long line of rabbis reaching back to the Baal HaMaor.  He studied with his father, Rabbi Joseph HaLevi, as well as with Ramban. Although he was originally ascribed authorship of Sefer HaChinukh, this attribution has been undermined and, of late, refuted. 	הרב אהרן הלוי (רא"ה) היה רב, פרשן תלמוד ופוסק ספרדי, והוא כתב הערות על חיבורו של רשב"א – תורת הבית. נולד בגירונה, ספרד, לשושלת ארוכה של רבנים, כולל בעל המאור. הוא למד עם אביו, רבי יוסף הלוי, וכן עם רמב"ן. אף על פי שספר החינוך מיוחס לו, השערה זו הופרכה לאחרונה.	https://en.wikipedia.org/wiki/Aharon_HaLevi	https://he.wikipedia.org/wiki/%D7%A8%D7%90%22%D7%94	http://www.jewishencyclopedia.com/articles/63-aaron-ha-levi-of-barcelona					Ramban, Joseph ha-Levi		Rashba			M	
Ritva	Ritva	Yom Tov ben Avraham Isbilli	ריטב"א	יום טוב בן אברהם  אשבילי	1250	Seville, Spain	1330		Rishonim	Rabbi Yom Tov ben Avraham Isbilli (Ritva) was a Spanish rabbi and Talmudic commentator. His commentaries to many tractates of the Talmud are a mainstay of yeshiva study to this day. As his name indicates, he was born in Seville in southern Spain shortly after its reconquest by the Christians from the Moslems. Though he was a leading student of Ramban and the generation succeeding him, he also devoted significant time and energy to the study of Rambam's Moreh Nevuchim and other philosophical works. He served as rabbi of Sarragossa, where he established a beit din and yeshiva.	הרב יום טוב בן אברהם אשבילי (ריטב"א) היה רב ופרשן תלמוד ספרדי. הפירושים שלו למסכתות רבות בתלמוד מהווים אבני יסוד עד היום בישיבות. כפי שמציין שמו, הוא נולד בסביליה בדרום ספרד זמן קצר לאחר שהנוצרים כבשו אזור זה מהמוסלמים. אף על פי שהיה תלמיד מצטיין של הרמב"ן, הוא הקדיש זמן ואנרגיה ללמוד את ה"מורה נבוכים" של הרמב"ם וחיבורים הגותיים אחרים. עבד כרב בסרגוסה ושם הקים בית דין וישיבה.	https://en.wikipedia.org/wiki/Yom_Tov_Asevilli	https://he.wikipedia.org/wiki/%D7%A8%D7%99%D7%98%D7%91%22%D7%90	http://www.jewishencyclopedia.com/articles/15119-yom-tob-ben-abraham-ishbili					Rashba, Ra'ah					M	
