ref,type
Rosh Hashanah 33b:3-4,Sugya
Rosh Hashanah 33b:5-7,Mishnah
Rosh Hashanah 33b:8,Sugya
Rosh Hashanah 33b:9-10,Sugya
Rosh Hashanah 33b:11-34a:19,Sugya
Rosh Hashanah 34a:20-23,Sugya
Rosh Hashanah 34a:24-34b:5,Sugya
Rosh Hashanah 34b:6-7,Sugya
Rosh Hashanah 34b:8-12,Sugya
Rosh Hashanah 34b:13-35a:6,Sugya
Rosh Hashanah 35a:7-12,Sugya
